slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
tp-link-archer-c80,TP-Link,Archer C80,router,192.168.0.1,tplinkwifi.net,,,false,set-on-setup,"Two passwords matter on an Archer C80 and they are not the same thing. The WiFi 5 (802.11ac) network name and key are printed on the underside label. The admin password is not printed anywhere — current Archer firmware makes you invent one at first login, so admin/admin does not apply.","With the router powered on, use a pin to press and hold the recessed Reset button on the back for about 10 seconds until the LEDs blink, then release. The router reboots to factory defaults. Rejoin the default WiFi with the SSID and key from the bottom label, browse to http://tplinkwifi.net or 192.168.0.1, and invent a new admin password when prompted.",https://www.tp-link.com/us/support/faq/87/,TP-Link Official Support — How to log in to the web management page,https://web.archive.org/web/20260729064704/https://www.tp-link.com/us/support/faq/87/,medium,2026-08-08,https://ssid.ai/routers/tp-link-archer-c80
tp-link-archer-gx90,TP-Link,Archer GX90 (AX6600 Gaming),router,192.168.0.1,tplinkwifi.net,,,false,set-on-setup,"The gaming-line Archer GX90 is a tri-band AX6600 box, and it authenticates like every current Archer: you create the admin password the first time the web UI loads. No factory pair exists. What is preprinted on the bottom label is the wireless network name and its key, which is a different credential.","With power applied, hold the recessed Reset button for about 10 seconds using a pin, letting go when the LEDs blink. The GX90 reboots into factory defaults. Rejoin the default wireless network from the label, open http://tplinkwifi.net or 192.168.0.1, and create the admin password again.",https://www.tp-link.com/us/support/faq/87/,TP-Link Official Support — How to log in to the web management page,https://web.archive.org/web/20260729064704/https://www.tp-link.com/us/support/faq/87/,medium,2026-08-08,https://ssid.ai/routers/tp-link-archer-gx90
tp-link-deco-be65,TP-Link,Deco BE65,mesh,,,,,false,app-only,"BE11000 tri-band Wi-Fi 7 whole-home mesh unit, 2.4/5/6 GHz with MLO, four 2.5 Gbps WAN/LAN ports and USB 3.0 per unit — a Wi-Fi 7 tier above the dual-band Deco X50/X55 and distinct from the BE22000 Deco BE85 already covered. App-only setup via the TP-Link Deco app with a TP-Link ID; you create your own Wi-Fi name/password and there is no web-admin default.","Press the Reset button for 1 second and release to reset the Deco to factory defaults (LED changes from pulsing yellow to solid yellow), then re-run setup in the TP-Link Deco app.",https://static.tp-link.com/upload/manual/2023/202310/20231017/1910013361_Deco%20BE65(US)1.0_User%20Guide_REV1.0.0.pdf,TP-Link Deco BE65 BE11000 Wi-Fi 7 Mesh System User Guide (1910013361) — official,,high,2026-08-08,https://ssid.ai/routers/tp-link-deco-be65
tp-link-deco-be85,TP-Link,"Deco BE85 (BE22000, WiFi 7)",mesh,192.168.68.1,tplinkdeco.net,,,false,app-only,BE22000 WiFi 7 mesh. The official install path is the Deco app signed in with a TP-Link ID; no universal default password exists. Web management at tplinkdeco.net (192.168.68.1) uses that same TP-Link ID password.,"Use Reset inside the Deco app, or hold the physical Reset button on a Deco unit until the light pulses and set it up again in the app.",https://www.tp-link.com/us/support/faq/2641/,TP-Link official FAQ 2641 (Deco web management access),https://web.archive.org/web/20260729071733/https://www.tp-link.com/us/support/faq/2641/,high,2026-08-08,https://ssid.ai/routers/tp-link-deco-be85
tp-link-deco-m4,TP-Link,Deco M4,mesh,,,,,false,app-only,"Deco M4 units are managed the way every Deco is: from the phone app, tied to a TP-Link ID login. No browser-based admin page exists, so no factory admin/admin can exist either. Whoever runs the initial install picks the wireless name and passphrase.","With a pin, depress Reset on the bottom of the node for about a second. The light flashes yellow while clearing, turns steady yellow while restarting, and pulses blue once defaults are restored. Setup then starts over inside the Deco app after you sign in to your TP-Link ID.",https://www.tp-link.com/us/support/faq/1592/,TP-Link Official Support — Deco Setup Guide,https://web.archive.org/web/20260729065651/https://www.tp-link.com/us/support/faq/1592/,medium,2026-08-08,https://ssid.ai/routers/tp-link-deco-m4
tp-link-deco-x20,TP-Link,Deco X20,mesh,,,,,false,app-only,"Lists that publish a default admin password for the Deco X20 are describing hardware it does not have. This WiFi 6 node offers no web interface at all — management happens only in the Deco app under a TP-Link ID account, and the wireless name plus its password are ones you pick yourself at install time.","Hold the bottom-mounted Reset button down with a pin for around one second. Yellow flashing shows the erase running, steady yellow covers the restart, and blue pulsing confirms the unit sits at factory defaults again. Re-provisioning means opening the Deco app, signing into your TP-Link ID, and naming the network once more.",https://www.tp-link.com/us/support/faq/1592/,TP-Link Official Support — Deco Setup Guide,https://web.archive.org/web/20260729065651/https://www.tp-link.com/us/support/faq/1592/,medium,2026-08-08,https://ssid.ai/routers/tp-link-deco-x20
tp-link-deco-x50,TP-Link,Deco X50,mesh,,,,,false,app-only,"The credential that matters on a Deco X50 is your TP-Link ID, not a router password. Setup, firmware and every setting live inside the Deco phone app; there is no web console to point a browser at. The WiFi 6 network name and passphrase get defined during that first app-guided install.","A pin into the Reset hole on the underside, held for about a second, starts the wipe. The indicator flashes yellow during the reset, goes solid yellow through the reboot, then pulses blue once the node is back at factory defaults. From there the Deco app plus your TP-Link ID re-provisions it from scratch.",https://www.tp-link.com/us/support/faq/1592/,TP-Link Official Support — Deco Setup Guide,https://web.archive.org/web/20260729065651/https://www.tp-link.com/us/support/faq/1592/,medium,2026-08-08,https://ssid.ai/routers/tp-link-deco-x50
tp-link-deco-x50-outdoor,TP-Link,Deco X50-Outdoor,mesh,,,,,false,app-only,"AX3000 dual-band Wi-Fi 6 weatherproof outdoor/indoor mesh unit, 2.4/5 GHz, two gigabit ports with 802.3at PoE or AC power, pole/wall/tabletop mount — the outdoor-rated SKU distinct from the indoor Deco X50 already covered. App-only setup via the TP-Link Deco app with a TP-Link ID; you create your own Wi-Fi credentials and there is no web-admin default.","Press the Reset button for 1 second and release to reset the Deco to factory defaults (light changes from pulsing yellow to solid yellow), then re-run setup in the TP-Link Deco app.",https://static.tp-link.com/upload/manual/2022/202212/20221226/1910013300_Deco%20X50-Outdoor_UG_REV1.0.0.pdf,TP-Link Deco X50-Outdoor AX3000 Outdoor Mesh Wi-Fi 6 User Guide (1910013300) — official,,high,2026-08-08,https://ssid.ai/routers/tp-link-deco-x50-outdoor
tp-link-deco-x55,TP-Link,Deco X55,mesh,,,,,false,app-only,"Deco X55 is a WiFi 6 mesh node, and nodes in this family expose no browser login page whatsoever. Everything runs through the Deco mobile app, authenticated with a TP-Link ID. No admin/admin exists because no admin console exists; the wireless name and its password are ones you choose while the app walks through setup.","Press the recessed Reset button underneath the unit with a pin and hold roughly one second. Watch the LED: flashing yellow means it is clearing, solid yellow means it is rebooting, and a pulsing blue glow means factory state has been reached. Launch the Deco app, sign in with your TP-Link ID, and build the network again.",https://www.tp-link.com/us/support/faq/1592/,TP-Link Official Support — Deco Setup Guide,https://web.archive.org/web/20260729065651/https://www.tp-link.com/us/support/faq/1592/,medium,2026-08-08,https://ssid.ai/routers/tp-link-deco-x55
tp-link-deco-x60,TP-Link,Deco X60 (AX3000),mesh,192.168.68.1,tplinkdeco.net,,,false,app-only,AX3000 mesh set up through the Deco app with a TP-Link ID — there is no device-specific default password. The web console at tplinkdeco.net (192.168.68.1) is secondary and signs in with your TP-Link ID password.,"Reset from inside the Deco app, or hold the Reset button on the underside of a Deco unit until its LED pulses, then re-run setup in the Deco app.",https://www.tp-link.com/us/support/faq/2641/,TP-Link official FAQ 2641 (Deco web management access),https://web.archive.org/web/20260729071733/https://www.tp-link.com/us/support/faq/2641/,high,2026-08-08,https://ssid.ai/routers/tp-link-deco-x60
tp-link-deco-x68,TP-Link,Deco X68,mesh,192.168.68.1,tplinkdeco.net,,,false,app-only,"Tri-band Wi-Fi 6 mesh unit (AX3600-class, dedicated 5GHz backhaul band, 1.5GHz quad-core CPU, 2x gigabit ports per unit) — distinct hardware from the dual-band Deco X55/X60 already covered. Set up through the Deco app with a TP-Link ID; no device-specific default password. Web console at tplinkdeco.net (192.168.68.1) signs in with that same TP-Link ID password.","Reset from inside the Deco app, or hold the Reset button on the underside of a Deco unit until its LED pulses, then re-run setup in the Deco app.",https://www.tp-link.com/us/support/faq/2641/,TP-Link official FAQ 2641 (Deco web management access — applies to Deco X68),,high,2026-08-08,https://ssid.ai/routers/tp-link-deco-x68
tp-link-deco-xe75,TP-Link,Deco XE75 (AXE5400),mesh,,,,,false,app-only,"An AXE5400 tri-band node, so the Deco XE75 adds a 6 GHz radio — but its login story matches the rest of the range: no web page, no shipped password. Control is via the Deco app with a TP-Link ID, and you define the SSID and its key during guided setup.","Use a pin on the Reset button beneath the node, holding roughly one second. Flashing yellow signals the clear, solid yellow the reboot, pulsing blue that factory defaults are live. Re-run the guided install in the Deco app with your TP-Link ID to recreate the network.",https://www.tp-link.com/us/support/faq/1592/,TP-Link Official Support — Deco Setup Guide,https://web.archive.org/web/20260729065651/https://www.tp-link.com/us/support/faq/1592/,medium,2026-08-08,https://ssid.ai/routers/tp-link-deco-xe75
tp-link-omada-eap225,TP-Link,Omada EAP225,ap,192.168.0.254,tplinkeap.net,admin,admin,false,static,AC1200 Wi-Fi 5 (802.11ac Wave 2) dual-band ceiling-mount indoor access point; runs standalone or under an Omada SDN controller. Standalone-mode default admin/admin confirmed by name in TP-Link's official EAP-series login FAQ (forced password change on first login).,"Press and hold the recessed RESET button for about 5 seconds until the LED blinks, then release and wait for the AP to reboot to factory defaults.",https://www.tp-link.com/us/support/faq/1000/,TP-Link FAQ 1000 — How do I login to the web management page of the EAP Series products (Standalone mode)? (official),,high,2026-08-08,https://ssid.ai/routers/tp-link-omada-eap225
tp-link-omada-eap610,TP-Link,Omada EAP610,ap,192.168.0.254,tplinkeap.net,admin,admin,false,static,"Wi-Fi 6 (AX1800) ceiling/wall-mount Omada access point with PoE, standalone or controller-managed — a newer AX-class tier above the AC-class EAP225 already covered. Same official TP-Link EAP-series login FAQ: default username and password are both 'admin' (all lowercase), forced change on first login.","Press and hold the Reset button for about 5 seconds until all LEDs flash, then release to restore factory defaults. Launch a browser to http://tplinkeap.net (or 192.168.0.254 if no DHCP) and log in with admin/admin.",https://www.tp-link.com/us/support/faq/1000/,TP-Link official FAQ 1000 — How do I login to the web management page of the EAP Series products (Standalone mode)? (applies to EAP610),https://web.archive.org/web/20260729073149/https://www.tp-link.com/us/support/faq/1000/,high,2026-08-08,https://ssid.ai/routers/tp-link-omada-eap610
tp-link-tl-wr841n,TP-Link,TL-WR841N,router,192.168.0.1,tplinkwifi.net,admin,admin,false,static,TP-Link's official TL-WR841N (through v14) user guide explicitly states the default username and password are both admin. This is one of the last mainstream models to keep a true admin/admin default — most TP-Link routers from ~2019 onward force you to create a password on first login instead.,"Open a browser to http://tplinkwifi.net (or http://192.168.0.1) and log in with admin / admin (all lowercase). To factory reset, with the router powered on press and hold the Reset button on the back for about 10 seconds until the LEDs flash, then release; credentials revert to admin / admin.",https://www.tp-link.com/us/user-guides/tl-wr841n_v14/chapter-3-login,TP-Link TL-WR841N V14 User Guide (official),,high,2026-08-08,https://ssid.ai/routers/tp-link-tl-wr841n
tpg-nokia-fastmile-3-2-5g,TPG,Nokia FastMile 3.2 5G Modem,gateway,192.168.1.1,,admin,,false,label-unique,"TPG's Nokia FastMile 3.2 fixed-wireless 5G modem (Wi-Fi 6, 5G/4G FWA for TPG Home Wireless Broadband). Username is admin; the admin password is unique per device, printed on the barcode sticker — not a shared static default.","Browse to https://192.168.1.1 and log in with username admin and the default password printed on the modem's barcode sticker. To reset, hold the recessed reset button until the modem restarts to factory defaults, then log in again with the sticker password.",https://support.tpg.com.au/basic-wi-fi-settings-tpg-modem,TPG Support — Basic Wi-Fi settings on a TPG modem (official),,high,2026-08-08,https://ssid.ai/routers/tpg-nokia-fastmile-3-2-5g
turris-mox,Turris,Mox,router,192.168.1.1,192.168.1.1,,,false,set-on-setup,"Modular open-source router (1GHz dual-core, Turris OS / OpenWrt-based), expandable via MOX B-G modules with Wi-Fi as an mPCIe/SDIO add-on. There is NO default password: the first step of the reForis wizard at http://192.168.1.1 (when MOX runs as DHCP server) has you set the administrative password. Advanced LuCI/SSH uses user 'root'.",Use the rear reset button's LED-count rescue modes; select the factory-reset mode and release to restore defaults and re-run the first-boot wizard.,https://docs.turris.cz/basics/first-setup/mox-first-setup/,Turris Documentation — MOX first setup,,high,2026-08-08,https://ssid.ai/routers/turris-mox
turris-omnia,Turris,Omnia,router,192.168.1.1,192.168.1.1,,,false,set-on-setup,Open-source dual-band router running Turris OS (OpenWrt-based) with the reForis web admin. There is NO default password: you create the admin password in the first-boot reForis wizard at http://192.168.1.1. reForis login is password-only (no username); the advanced LuCI/SSH interface uses user 'root' with the same password.,Use the rear reset button to select a rescue mode by LED count; holding to the factory-reset count and releasing restores factory defaults and re-triggers the first-boot wizard.,https://docs.turris.cz/basics/first-setup/simple-setup/,Turris Documentation — First setup on Turris 1.X and Omnia,,high,2026-08-08,https://ssid.ai/routers/turris-omnia
amplifi-alien,Ubiquiti,AmpliFi Alien,mesh,,amplifi.lan,,,false,app-only,"App-only — no admin/admin default. The admin password is one you set during setup in the AmpliFi app. There is no password recovery, so a lost password means a factory reset.","AmpliFi Alien is administered through the AmpliFi mobile app. To factory reset: use a paperclip to hold the reset button on the bottom of the Alien router for 5 seconds, or until the screen shows 'rebooting', then release (reset MeshPoints first if part of a kit). Set it up again in the AmpliFi app, where you create a new administrator/Wi-Fi password.",https://help.amplifi.com/hc/en-us/articles/115000404608-How-to-Reset-your-Devices-to-Factory-Default-Settings,AmpliFi Help Center,,high,2026-08-08,https://ssid.ai/routers/amplifi-alien
amplifi-hd,Ubiquiti,AmpliFi HD,mesh,,amplifi.lan,,,false,app-only,App-only in practice — no admin/admin default. You create the router password during first-time setup in the AmpliFi app. There is no password recovery; a forgotten password requires a factory reset.,"AmpliFi HD is set up and managed in the AmpliFi mobile app (a limited web view exists at amplifi.lan, but there is no admin/admin default). To factory reset the router: use a straightened paperclip to press the reset button on the bottom for 5 seconds, or until the screen shows 'rebooting', then release. Reset any MeshPoints first (hold the reset hole on the side ~10 seconds). Re-run setup in the AmpliFi app and create a new admin/Wi-Fi password.",https://help.amplifi.com/hc/en-us/articles/115000404608-How-to-Reset-your-Devices-to-Factory-Default-Settings,AmpliFi Help Center,,high,2026-08-08,https://ssid.ai/routers/amplifi-hd
ubiquiti-edgerouter-12,Ubiquiti,EdgeRouter 12,router,192.168.1.1,,ubnt,ubnt,false,static,"12-port Gigabit Ethernet router (2x SFP + 10x RJ45), rack-mountable 1U unit running EdgeOS — the highest-port-count model in the EdgeRouter line. Genuine static ubnt/ubnt confirmed in the official quick start guide.","Press and hold the Reset button for about 10 seconds until the front-panel LEDs flash in unison, then release; the router reboots to factory defaults. Connect to eth0, browse to https://192.168.1.1, and log in with ubnt/ubnt.",https://dl.ui.com/qsg/ER-12/ER-12_EN.html,Ubiquiti ER-12 (EdgeRouter 12) Quick Start Guide (official),,high,2026-08-08,https://ssid.ai/routers/ubiquiti-edgerouter-12
ubiquiti-edgerouter-4,Ubiquiti,EdgeRouter 4 (ER-4),router,192.168.1.1,,ubnt,ubnt,false,static,"4-port Gigabit Ethernet router plus one SFP port, EdgeOS on a 1 GHz dual-core CPU with hardware offload, no Wi-Fi. Genuine static ubnt/ubnt out of the box; eth0 is preset to a static 192.168.1.1.","With the router running, press and hold the recessed Reset button until the interface LEDs flash and the unit reboots to defaults. Connect to eth0, browse to https://192.168.1.1, enter ubnt/ubnt, and accept the licence agreement.",https://dl.ui.com/qsg/ER-4/ER-4_EN.html,Ubiquiti EdgeRouter ER-4 Quick Start Guide (official),,high,2026-08-08,https://ssid.ai/routers/ubiquiti-edgerouter-4
ubiquiti-edgerouter-6p,Ubiquiti,EdgeRouter 6P (ER-6P),router,192.168.1.1,,ubnt,ubnt,false,static,"6-port Gigabit router with 5x PoE-passthrough ports, desktop fanless unit running EdgeOS — built for powering downstream PoE APs/cameras straight from the router. Genuine static ubnt/ubnt confirmed in the official quick start guide.","Press and hold the Reset button for about 10 seconds until the front-panel LEDs flash in unison, then release; the router reboots to factory defaults. Connect to eth0, browse to https://192.168.1.1, and log in with ubnt/ubnt.",https://dl.ui.com/qsg/ER-6P/ER-6P_EN.html,Ubiquiti ER-6P (EdgeRouter 6P) Quick Start Guide (official),,high,2026-08-08,https://ssid.ai/routers/ubiquiti-edgerouter-6p
ubiquiti-edgerouter-lite-er-3,Ubiquiti,EdgeRouter Lite (ER-3),router,192.168.1.1,,ubnt,ubnt,false,static,"3-port Gigabit Ethernet router, fanless desktop unit with a dual-core MIPS64 CPU running EdgeOS, no Wi-Fi — the entry model in the EdgeRouter line below the ER-X. Genuine static ubnt/ubnt confirmed in the official quick start guide.","Press and hold the Reset button for about 10 seconds until the front-panel LEDs flash in unison, then release; the router reboots to factory defaults. Connect to eth0, browse to https://192.168.1.1, and log in with ubnt/ubnt.",https://dl.ui.com/qsg/ERLite-3/ERLite-3_EN.html,Ubiquiti ERLite-3 (EdgeRouter Lite) Quick Start Guide (official),,high,2026-08-08,https://ssid.ai/routers/ubiquiti-edgerouter-lite-er-3
ubiquiti-edgerouter-er-x,Ubiquiti,EdgeRouter X (ER-X),router,192.168.1.1,,ubnt,ubnt,false,static,"5-port Gigabit Ethernet router running EdgeOS, with passive-PoE passthrough, fanless, no Wi-Fi. Genuine static ubnt/ubnt out of the box (eth0 is preset to 192.168.1.1); EdgeOS does not force a password change in its first-login flow.","With the router fully booted, press and hold the Reset button for about 10 seconds until the eth4 LED flashes then goes solid; release and it auto-reboots to defaults. Connect to eth0, browse to https://192.168.1.1, enter ubnt/ubnt, and accept the licence agreement.",https://dl.ui.com/guides/edgemax/EdgeRouter_ER-X_QSG.pdf,Ubiquiti EdgeRouter ER-X Quick Start Guide (official),https://web.archive.org/web/20260729072335/https://dl.ui.com/guides/edgemax/EdgeRouter_ER-X_QSG.pdf,high,2026-08-08,https://ssid.ai/routers/ubiquiti-edgerouter-er-x
ubiquiti-udm,Ubiquiti,UniFi Dream Machine (UDM),gateway,192.168.1.1,unifi.ui.com,,,false,set-on-setup,"Set-on-setup — the UDM has no admin/admin default. You create the administrator credentials (UI Account or local admin) in the setup wizard on first use. After adoption, device-level passwords are randomized by the controller.","There is no universal default password. To set up or recover: reset the UDM by holding the reset button on the bottom for about 10 seconds until the LED changes, releasing when it restarts. Then run the wizard — connect a computer or the UniFi Network mobile app to the same network and go to https://setup.ui.com (Chrome), or browse to the console at https://192.168.1.1, and create your admin login (a UI Account or a local admin) during setup.",https://dl.ui.com/qsg/udm/UDM_EN.html,Ubiquiti UDM Quick Start Guide,,high,2026-08-08,https://ssid.ai/routers/ubiquiti-udm
ubiquiti-udm-pro,Ubiquiti,UniFi Dream Machine Pro (UDM-Pro),gateway,192.168.1.1,unifi.ui.com,,,false,set-on-setup,"Set-on-setup — there is no admin/admin default on the UDM-Pro. Administrator credentials are created during the first-run wizard; the local console requires the login you set, and adopted UniFi devices get randomized passwords.","No factory admin password exists. To set up or regain access: hold the reset button on the front until the device restarts to factory defaults, then launch Chrome and go to https://setup.ui.com (or connect the UniFi Network mobile app), on the same LAN as the UDM-Pro. Follow the Setup Wizard and create your own admin login (UI Account or local admin). Locally you can then reach the console at https://192.168.1.1.",https://dl.ui.com/qsg/UDM-Pro/UDM-Pro_EN.html,Ubiquiti UDM-Pro Quick Start Guide,,high,2026-08-08,https://ssid.ai/routers/ubiquiti-udm-pro
ubiquiti-udm-se,Ubiquiti,UniFi Dream Machine SE (UDM-SE),gateway,192.168.1.1,unifi.ui.com,,,false,set-on-setup,No default admin password. Setup forces you to create a local admin and/or sign in with a Ubiquiti account; those credentials are the only way in. SSH is disabled by default. There is no ubnt/ubnt web login on modern UniFi consoles.,"Power on the UDM-SE and run the setup wizard from the UniFi mobile app (over Bluetooth/Wi-Fi) or from a browser at http://192.168.1.1 or unifi.ui.com. During setup you either sign in with a Ubiquiti (UI.com) account or create a local administrator username and password — that becomes your login. To factory reset, hold the recessed Reset button for about 10 seconds until the LED changes, then re-run the setup wizard.",https://help.ui.com/hc/en-us/articles/4416276882327-How-to-Set-Up-UniFi,Ubiquiti Help Center (How to Set Up UniFi),,medium,2026-08-08,https://ssid.ai/routers/ubiquiti-udm-se
ubiquiti-unifi-dream-router,Ubiquiti,UniFi Dream Router (UDR),gateway,192.168.1.1,setup.ui.com,,,false,app-only,No universal admin/password — a UI.com cloud account is created/used during UniFi OS setup (or set up via the UniFi app). Default gateway 192.168.1.1.,Hold the RESET button ~10 seconds until the LED changes to restore factory defaults.,https://help.ui.com/hc/en-us/articles/4416276882327-How-to-Set-Up-UniFi,Ubiquiti Help Center — How to Set Up UniFi,,medium,2026-08-08,https://ssid.ai/routers/ubiquiti-unifi-dream-router
ubiquiti-unifi-u6-lite,Ubiquiti,UniFi U6 Lite Access Point,router,,,,,false,app-only,"A UniFi access point is not logged into directly with a password. It is adopted into a UniFi controller/app, where you set the admin account. There is no per-AP admin/admin web login.","The U6 Lite has no standalone web admin — it is adopted and managed by a UniFi Network controller (a UniFi console like a Dream Machine, or the self-hosted UniFi Network application) using the UniFi app. Plug the AP in, open the UniFi app, and adopt it; your admin credentials live on the controller, not the AP. To factory reset, hold the recessed Reset button for about 10 seconds until the LED flashes, then re-adopt it.",https://help.ui.com/hc/en-us/articles/4416276882327-How-to-Set-Up-UniFi,Ubiquiti Help Center (How to Set Up UniFi),,medium,2026-08-08,https://ssid.ai/routers/ubiquiti-unifi-u6-lite
verizon-5g-internet-gateway-ask-ncq1338,Verizon,5G Internet Gateway (ASK-NCQ1338),gateway,192.168.0.1,,,,false,label-unique,"Askey-made 5G/LTE fixed-wireless home gateway for Verizon 5G Home Internet (LV55/LVSKIHP variants) — a fixed-wireless unit distinct from the Fios fibre routers G3100/CR1000A already covered. Password-only Web GUI login (no username), activated via the My Verizon app. Verizon: ""You can find the default password on the label under the 5G Internet Gateway.""","Reset to factory defaults from the admin Web GUI, or use the security questions set during setup to revert the admin password. If forgotten, the label password under the unit is the factory default; default LAN IP is 192.168.0.1.",https://www.verizon.com/content/dam/support/pdf/user_guide/verizon-5g-internet-gateway-user-guide-rev.pdf,Verizon 5G Internet Gateway User Guide — official PDF,,high,2026-08-08,https://ssid.ai/routers/verizon-5g-internet-gateway-ask-ncq1338
verizon-fios-router-g3100,Verizon,Fios Router G3100,gateway,192.168.1.1,myfiosgateway.com,admin,,false,label-unique,The G3100 uses username 'admin' plus a per-device Administrator Password printed on the rear label — there is no shared default password. The admin password on the label is separate from the WiFi password (also on the label).,"Browse to http://myfiosgateway.com or http://192.168.1.1. Sign in with username 'admin' and the unique Administrator Password printed on the label on the back of the G3100. To factory reset, press and hold the recessed Reset button on the back ~15 seconds until the router restarts, then log in with the label's admin password.",https://www.verizon.com/support/residential/internet/equipment/routers/fios-router/,Verizon Internet Support — Fios Router,,high,2026-08-08,https://ssid.ai/routers/verizon-fios-router-g3100
verizon-internet-gateway-ask-ncm1100,Verizon,Internet Gateway (ASK-NCM1100),gateway,192.168.1.1,mynetworksettings.com,,,false,label-unique,"Askey model NCM1100 LTE fixed-wireless home gateway (NCM1100E is the business variant) for Verizon LTE Home Internet — managed at mynetworksettings.com or 192.168.1.1, distinct from the 5G ASK-NCQ1338 gateway and the LTE Home Router in this run. Password-only login (no username). Verizon: ""enter the password that is printed next to the Password on the label on the back of the Gateway.""","Use the reset button to restore factory defaults; the password printed next to 'Password' on the rear label is the factory default, and the factory Wi-Fi uses a unique WPA2 key on the rear sticker.",https://www.verizon.com/content/dam/support/pdf/user_guide/Verizon-Internet-Gateway-(ASK-NCM1100)-User-Manual-v1.pdf,Verizon Internet Gateway (ASK-NCM1100) User Manual v1 — official PDF,,high,2026-08-08,https://ssid.ai/routers/verizon-internet-gateway-ask-ncm1100
verizon-lte-home-router,Verizon,LTE Home Router,gateway,192.168.1.1,,,,false,label-unique,"Dual-band Wi-Fi 5 (802.11ac) LTE fixed-wireless home router for Verizon LTE Home Internet, broadcasting LTE-Home-xxxx SSIDs (2.4G + 5G) — distinct from the 5G ASK-NCQ1338 gateway and the Fios routers already covered. Password-only login (no username). Verizon: ""Log in using the default password (Check your router's product label for your unique GUI Password).""",Press and hold the reset button on the router to restore factory defaults; the unique GUI password on the product label is the factory default. Manage at http://192.168.1.1.,https://ss7.vzw.com/is/content/VerizonWireless/verizon-lte-home-router-v1-english-userguide,Verizon LTE Home Router User Guide — official PDF,,high,2026-08-08,https://ssid.ai/routers/verizon-lte-home-router
verizon-router-cr1000a,Verizon,Verizon Router CR1000A,gateway,192.168.1.1,myfiosgateway.com,admin,,false,label-unique,"Like the G3100, the CR1000A ships with username 'admin' and a unique Administrator Password on the rear label — no universal default. The admin password differs from the WiFi/network password shown on the same label.","Open a browser to http://myfiosgateway.com or http://192.168.1.1 and sign in with username 'admin' and the Administrator Password printed on the label on the back of the CR1000A. To factory reset, press and hold the recessed Reset button ~15 seconds until the router reboots, then log in with the label's admin password.",https://www.verizon.com/support/verizon-router-cr1000a/,Verizon Support — Verizon Router (CR1000A) Overview,,high,2026-08-08,https://ssid.ai/routers/verizon-router-cr1000a
vilo-mesh-wifi,Vilo,Vilo Mesh Wi-Fi,mesh,,,,,false,app-only,App-only — Vilo does not expose a web admin interface. There is no admin/admin default. The Wi-Fi name and password printed on the bottom label are only used to join the pod during app setup; you set your own network password in the app.,Vilo has no 192.168.x.x web login — configuration is done entirely in the Vilo mobile app. To factory reset: use a paperclip or pin to press and hold the reset button on the back of the Vilo for about 6 seconds until the light on the front flashes red. Then add the Vilo back in the app; the default network name and password used to join during setup are printed on the bottom of the pod.,https://support.viloliving.com/hc/en-us/articles/4411698214295-Vilo-Mesh-Wi-Fi-User-Manual,Vilo Living Support,,high,2026-08-08,https://ssid.ai/routers/vilo-mesh-wifi
virgin-media-hub-3,Virgin Media,Hub 3,gateway,192.168.0.1,,,,false,label-unique,No universal default. Each Hub 3 ships with a unique settings password printed on the base label (shown separately from the WiFi password). Logging in requires only that printed settings password.,"To log in: connect to the hub, browse to 192.168.0.1 and enter the settings password. The settings password is printed on a sticker on the base of the hub, labelled 'Settings password' — this is not your WiFi password. To factory reset: with the hub switched on, use a pen to press and hold the recessed Reset button on the back/base for 10 seconds, then wait a few minutes for the white power light to become solidly lit; all settings revert to the values printed on the base.",https://www.virginmedia.com/help/broadband/reboot-or-reset-hub,Virgin Media Help — Reboot or reset your Hub,,high,2026-08-08,https://ssid.ai/routers/virgin-media-hub-3
virgin-media-hub-4,Virgin Media,Hub 4,gateway,192.168.0.1,,,,false,label-unique,"No universal default. Each Hub 4 ships with a unique settings password on the base label, separate from the WiFi password. This is the whole login — there is no admin/admin.","To log in: connect to the hub, browse to 192.168.0.1 and enter the settings password printed on the base of the hub (labelled 'Settings password', different from the WiFi password). To factory reset: with the hub powered on, use a pen to press and hold the recessed Reset button on the back/base for 10 seconds, then wait a few minutes until the white front power light is solidly lit; all custom settings are wiped back to the base-label values.",https://www.virginmedia.com/help/broadband/reboot-or-reset-hub,Virgin Media Help — Reboot or reset your Hub,,high,2026-08-08,https://ssid.ai/routers/virgin-media-hub-4
virgin-media-hub-5,Virgin Media,Hub 5,gateway,192.168.0.1,,,,false,label-unique,"No universal default. Each Hub 5 ships with a unique settings password printed on the base, distinct from the WiFi password. Aggregator 'admin/admin' listings are wrong for this device.","To log in: connect to the hub, browse to 192.168.0.1 and enter the settings password from the base label (labelled 'Settings password', not the WiFi password). To factory reset: with the hub on, use a pen to press and hold the recessed Reset button on the back/base for 10 seconds, then wait a few minutes for the white power light to become solid; all settings return to the base-label defaults.",https://www.virginmedia.com/help/broadband/reboot-or-reset-hub,Virgin Media Help — Reboot or reset your Hub,,medium,2026-08-08,https://ssid.ai/routers/virgin-media-hub-5
